Institute Name,Program Name,State/All India Seats,Seat Pool,OPEN,OPEN-PwD,GEN-EWS,GEN-EWS-PwD,SC,SC-PwD,ST,ST-PwD,OBC-NCL,OBC-NCL-PwD,Total (includes Female Supernumerary),"Program-Total
                                            


Seat Capacity
                                            
Female Supernumerary",Program-Total
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)",All India,Gender-Neutral,14,1,3,0,6,0,3,0,9,1,37,"37


7",7
37,7,,,,,,,,,,,,,,,
Female-only (including Supernumerary),3,0,1,0,1,0,0,0,2,0,"7 (including ""7"" Supernumerary)",,,,,
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,40,2,10,1,15,1,8,0,27,1,105,"125


7",7
125,7,,,,,,,,,,,,,,,
Female-only (including Supernumerary),10,1,3,0,4,0,2,0,7,0,"27 (including ""7"" Supernumerary)",,,,,
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)",All India,Gender-Neutral,83,4,20,1,30,2,15,1,55,3,214,"250


17",17
250,17,,,,,,,,,,,,,,,
Female-only (including Supernumerary),21,1,5,0,8,0,4,0,13,1,"53 (including ""17"" Supernumerary)",,,,,
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,1,3,0,5,0,2,0,8,1,32,"39


1",1
39,1,,,,,,,,,,,,,,,
Female-only (including Supernumerary),3,0,1,0,1,0,1,0,2,0,"8 (including ""1"" Supernumerary)",,,,,
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,28,1,7,0,10,1,5,0,18,1,71,"71


18",18
71,18,,,,,,,,,,,,,,,
Female-only (including Supernumerary),6,1,2,0,3,0,1,0,5,0,"18 (including ""18"" Supernumerary)",,,,,
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,40,2,8,1,15,1,6,1,27,1,102,"102


26",26
102,26,,,,,,,,,,,,,,,
Female-only (including Supernumerary),10,0,3,0,4,0,2,0,7,0,"26 (including ""26"" Supernumerary)",,,,,
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,26,1,6,1,9,1,5,0,18,1,68,"66


19",19
66,19,,,,,,,,,,,,,,,
Female-only (including Supernumerary),6,1,2,0,3,0,1,0,4,0,"17 (including ""19"" Supernumerary)",,,,,
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Smart Manufacturing (4 Years, Bachelor of Technology)",All India,Gender-Neutral,13,1,3,0,5,0,3,0,9,1,35,"35


9",9
35,9,,,,,,,,,,,,,,,
Female-only (including Supernumerary),4,0,1,0,1,0,1,0,2,0,"9 (including ""9"" Supernumerary)",,,,,
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering with Major in Artificial Intelligence (4 Years, Bachelor of Technology)",All India,Gender-Neutral,14,1,4,0,5,0,3,0,9,1,37,"36


10",10
36,10,,,,,,,,,,,,,,,
Female-only (including Supernumerary),4,0,1,0,1,0,1,0,2,0,"9 (including ""10"" Supernumerary)",,,,,
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,23,1,6,0,8,1,5,0,15,1,60,"60


0",0
60,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in VLSI Design (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,7,1,2,0,3,0,2,0,5,0,20,"20


0",0
20,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,8,0,2,0,3,0,1,0,5,1,20,"20


0",0
20,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,85,4,21,1,31,2,16,1,55,4,220,"220


55",55
220,55,,,,,,,,,,,,,,,
Female-only (including Supernumerary),22,1,5,0,8,0,3,1,14,1,"55 (including ""55"" Supernumerary)",,,,,
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,42,3,10,1,15,1,8,0,29,1,110,"110


30",30
110,30,,,,,,,,,,,,,,,
Female-only (including Supernumerary),11,1,3,0,4,1,2,0,8,0,"30 (including ""30"" Supernumerary)",,,,,
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,21,1,6,0,8,0,3,1,14,1,55,"55


18",18
55,18,,,,,,,,,,,,,,,
Female-only (including Supernumerary),7,0,2,0,3,0,1,0,4,1,"18 (including ""18"" Supernumerary)",,,,,
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Smart Manufacturing (4 Years, Bachelor of Technology)",All India,Gender-Neutral,21,1,5,0,8,1,4,0,14,1,55,"55


15",15
55,15,,,,,,,,,,,,,,,
Female-only (including Supernumerary),6,1,1,0,2,0,1,0,4,0,"15 (including ""15"" Supernumerary)",,,,,
Indian Institute of Information Technology  Manipur,"Electronics and Communication Engineering with specialization in VLSI and Embedded Systems (4 Years, Bachelor of Technology)",All India,Gender-Neutral,25,0,5,0,7,0,4,0,14,0,55,"55


0",0
55,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
Indian Institute of Information Technology  Manipur,"Computer Science and Engineering with specialization in Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,Gender-Neutral,25,0,5,0,8,0,4,0,13,0,55,"55


0",0
55,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
Indian Institute of Information Technology  Manipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,51,0,10,0,15,0,7,0,27,0,110,"110


22",22
110,22,,,,,,,,,,,,,,,
Female-only (including Supernumerary),9,0,2,0,3,0,2,0,6,0,"22 (including ""22"" Supernumerary)",,,,,
Indian Institute of Information Technology  Manipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,50,0,10,0,15,0,8,0,27,0,110,"110


22",22
110,22,,,,,,,,,,,,,,,
Female-only (including Supernumerary),9,0,2,0,3,0,2,0,6,0,"22 (including ""22"" Supernumerary)",,,,,
Indian Institute of Information Technology Tiruchirappalli,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,19,1,5,0,7,0,4,0,13,1,50,"47


28",28
47,28,,,,,,,,,,,,,,,
Female-only (including Supernumerary),10,0,2,0,3,1,2,0,6,1,"25 (including ""28"" Supernumerary)",,,,,
Indian Institute of Information Technology Tiruchirappalli,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,19,1,5,0,7,1,3,1,13,0,50,"46


29",29
46,29,,,,,,,,,,,,,,,
Female-only (including Supernumerary),9,1,3,0,4,0,2,0,6,0,"25 (including ""29"" Supernumerary)",,,,,
Indian Institute of Information Technology Lucknow,"Computer Science and Business (4 Years, Bachelor of Technology)",All India,Gender-Neutral,18,1,5,0,7,0,4,0,12,1,48,"60


0",0
60,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,2,0,1,0,2,1,"12 (including ""0"" Supernumerary)",,,,,
Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology)",All India,Gender-Neutral,18,1,5,0,7,0,4,0,12,1,48,"60


0",0
60,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),4,1,1,0,2,0,1,0,3,0,"12 (including ""0"" Supernumerary)",,,,,
Indian Institute of Information Technology Lucknow,"Computer Science (4 Years, Bachelor of Technology)",All India,Gender-Neutral,18,1,5,0,7,0,4,0,12,1,48,"60


0",0
60,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,0,1,2,0,1,0,3,0,"12 (including ""0"" Supernumerary)",,,,,
Indian Institute of Information Technology Lucknow,"Computer Science and Artificial Intelligence (4 Years, Bachelor of Technology)",All India,Gender-Neutral,18,1,5,0,7,0,4,0,12,1,48,"60


0",0
60,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,1,1,1,0,3,0,"12 (including ""0"" Supernumerary)",,,,,
Indian Institute of Information Technology(IIIT) Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,66,2,15,1,23,1,11,1,42,3,165,"165


0",0
165,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
Indian Institute of Information Technology(IIIT) Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,35,2,7,1,12,0,6,0,21,1,85,"85


0",0
85,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
Indian Institute of Information Technology(IIIT) Dharwad,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",All India,Gender-Neutral,35,1,7,0,12,1,6,1,21,1,85,"85


0",0
85,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,27,1,6,0,10,1,6,0,18,1,70,"70


0",0
70,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)",All India,Gender-Neutral,23,2,6,1,8,0,4,0,15,1,60,"60


0",0
60,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)",All India,Gender-Neutral,19,1,5,0,7,0,3,1,13,1,50,"50


0",0
50,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,Gender-Neutral,23,1,6,0,9,1,4,0,15,1,60,"60


0",0
60,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,8,0,2,0,3,0,2,0,5,0,20,"20


0",0
20,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,7,1,2,0,3,1,1,0,5,0,20,"20


0",0
20,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,8,0,2,0,3,0,1,0,5,1,20,"20


0",0
20,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering with specialization in Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,Gender-Neutral,23,1,6,0,7,0,4,0,12,1,54,"54


11",11
54,11,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,1,0,1,0,3,0,"11 (including ""11"" Supernumerary)",,,,,
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,82,4,18,1,25,1,12,1,45,2,191,"191


38",38
191,38,,,,,,,,,,,,,,,
Female-only (including Supernumerary),16,1,4,0,5,0,3,0,8,1,"38 (including ""38"" Supernumerary)",,,,,
Indian Institute of Information Technology(IIIT) Kottayam,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,23,1,6,0,7,0,4,0,12,1,54,"54


11",11
54,11,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,1,0,1,0,3,0,"11 (including ""11"" Supernumerary)",,,,,
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering with specialization in Cyber Security
 (4 Years, Bachelor of Technology)",All India,Gender-Neutral,23,1,6,0,7,0,4,0,12,1,54,"54


11",11
54,11,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,1,0,1,0,3,0,"11 (including ""11"" Supernumerary)",,,,,
Indian Institute of Information Technology (IIIT) Ranchi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,49,2,10,1,16,1,9,0,30,2,120,"120


0",0
120,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,36,2,9,0,12,1,6,0,23,1,90,"90


0",0
90,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (with Specialization of Embedded Systems and Internet of Things)
 (4 Years, B. Tech / B. Tech (Hons.))",All India,Gender-Neutral,13,1,2,0,4,0,2,0,7,1,30,"30


0",0
30,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
Indian Institute of Information Technology (IIIT) Ranchi,"Computer Science and Engineering (with Specialization of Data Science and Artificial Intelligence)
 (4 Years, B. Tech / B. Tech (Hons.))",All India,Gender-Neutral,13,1,2,0,4,0,2,0,8,0,30,"30


0",0
30,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science Engineering (Artificial lntelligence and Machine Learning) (4 Years, Bachelor of Technology)",All India,Gender-Neutral,25,1,7,0,9,1,5,0,17,1,66,"66


0",0
66,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science Engineering (Data Science and Analytics) (4 Years, Bachelor of Technology)",All India,Gender-Neutral,25,1,7,0,9,1,5,0,17,1,66,"66


0",0
66,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science Engineering (Human Computer lnteraction and Gaming Technology) (4 Years, Bachelor of Technology)",All India,Gender-Neutral,25,1,7,0,9,1,5,0,17,1,66,"66


0",0
66,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
Indian Institute of Information Technology (IIIT) Nagpur,"Electronics and Communication Engineering (Internet of Things) (4 Years, Bachelor of Technology)",All India,Gender-Neutral,25,1,7,0,9,1,5,0,17,1,66,"66


0",0
66,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,85,5,21,1,32,2,16,1,57,3,223,"223


0",0
223,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
Indian Institute of Information Technology (IIIT) Nagpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,57,3,14,1,22,1,10,1,39,2,150,"150


0",0
150,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
Indian Institute of Information Technology (IIIT) Pune,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,65,3,16,1,24,1,12,1,43,2,168,"209


0",0
209,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),16,1,4,0,6,0,3,0,10,1,"41 (including ""0"" Supernumerary)",,,,,
Indian Institute of Information Technology (IIIT) Pune,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,18,1,5,0,7,0,4,0,12,1,48,"60


0",0
60,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,2,0,1,0,3,0,"12 (including ""0"" Supernumerary)",,,,,
Indian Institute of Information Technology Bhagalpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,59,2,14,1,21,1,11,0,39,2,150,"150


15",15
150,15,,,,,,,,,,,,,,,
Female-only (including Supernumerary),6,0,2,0,2,0,1,0,4,0,"15 (including ""15"" Supernumerary)",,,,,
Indian Institute of Information Technology Bhagalpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,30,1,7,0,11,0,5,0,20,1,75,"75


8",8
75,8,,,,,,,,,,,,,,,
Female-only (including Supernumerary),3,0,1,0,2,0,1,0,1,0,"8 (including ""8"" Supernumerary)",,,,,
Indian Institute of Information Technology Bhagalpur,"Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,27,0,3,1,9,0,5,0,14,1,60,"60


6",6
60,6,,,,,,,,,,,,,,,
Female-only (including Supernumerary),2,0,1,0,1,0,0,0,2,0,"6 (including ""6"" Supernumerary)",,,,,
Indian Institute of Information Technology Bhagalpur,"Mathematics and Computing (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,1,1,0,4,0,2,0,7,0,27,"27


3",3
27,3,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,1,0,0,0,1,0,1,0,"3 (including ""3"" Supernumerary)",,,,,
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,57,3,14,1,22,1,10,1,39,2,150,"150


0",0
150,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
Indian Institute of Information Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,38,2,10,0,14,1,8,0,25,2,100,"100


0",0
100,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
Indian Institute of Information Technology Bhopal,"Information Technology (4 Years, Bachelor of Technology)",All India,Gender-Neutral,48,2,12,1,18,1,9,0,32,2,125,"125


0",0
125,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
Indian Institute of Information Technology Surat,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,27,1,8,0,11,1,6,0,20,1,75,"75


15",15
75,15,,,,,,,,,,,,,,,
Female-only (including Supernumerary),3,0,2,0,3,0,2,0,5,0,"15 (including ""15"" Supernumerary)",,,,,
Indian Institute of Information Technology Surat,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,27,1,8,0,11,1,6,0,20,1,75,"75


15",15
75,15,,,,,,,,,,,,,,,
Female-only (including Supernumerary),3,0,2,0,3,0,2,0,5,0,"15 (including ""15"" Supernumerary)",,,,,
"Indian Institute of Information Technology, Agartala","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,22,1,6,0,8,1,4,0,13,1,56,"56


14",14
56,14,,,,,,,,,,,,,,,
Female-only (including Supernumerary),6,0,1,0,2,0,1,0,4,0,"14 (including ""14"" Supernumerary)",,,,,
"Indian institute of information technology, Raichur, Karnataka","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,23,2,6,0,10,0,5,0,17,1,64,"80


0",0
80,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),7,0,2,0,2,0,1,0,3,1,"16 (including ""0"" Supernumerary)",,,,,
"Indian institute of information technology, Raichur, Karnataka","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,Gender-Neutral,18,1,5,0,7,0,4,0,12,1,48,"60


0",0
60,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,2,0,1,0,2,1,"12 (including ""0"" Supernumerary)",,,,,
"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,34,2,8,1,13,1,7,0,23,1,90,"90


18",18
90,18,,,,,,,,,,,,,,,
Female-only (including Supernumerary),6,1,2,0,3,0,1,0,5,0,"18 (including ""18"" Supernumerary)",,,,,
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,10,1,3,0,4,0,2,0,7,0,27,"29


0",0
29,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),1,0,0,0,0,0,0,0,1,0,"2 (including ""0"" Supernumerary)",,,,,
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",ASSAM,Gender-Neutral,10,1,3,0,4,0,3,0,7,0,28,"31


0",0
31,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),1,0,0,0,1,0,0,0,1,0,"3 (including ""0"" Supernumerary)",,,,,
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,10,1,3,0,4,0,2,0,7,0,27,"29


0",0
29,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),1,0,0,0,0,0,0,0,1,0,"2 (including ""0"" Supernumerary)",,,,,
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ASSAM,Gender-Neutral,10,1,3,0,4,0,3,0,7,0,28,"31


0",0
31,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),1,0,0,0,1,0,0,0,1,0,"3 (including ""0"" Supernumerary)",,,,,
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,10,1,3,0,4,0,2,0,7,0,27,"29


0",0
29,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),1,0,0,0,0,0,0,0,1,0,"2 (including ""0"" Supernumerary)",,,,,
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",ASSAM,Gender-Neutral,10,1,3,0,4,0,3,0,7,0,28,"31


0",0
31,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),1,0,0,0,1,0,0,0,1,0,"3 (including ""0"" Supernumerary)",,,,,
"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",All India,Gender-Neutral,7,1,2,0,3,0,1,0,4,0,18,"18


0",0
18,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",JHARKHAND,Gender-Neutral,6,1,2,0,2,0,4,1,0,0,16,"16


0",0
16,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,27,1,8,0,10,1,6,0,18,1,72,"72


0",0
72,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Gender-Neutral,26,1,7,1,6,1,18,1,0,0,61,"61


0",0
61,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Birla Institute of Technology, Mesra,  Ranchi","Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,13,1,4,0,5,0,3,0,8,1,35,"35


0",0
35,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Birla Institute of Technology, Mesra,  Ranchi","Civil Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Gender-Neutral,14,1,2,1,3,1,8,1,0,0,31,"31


0",0
31,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Birla Institute of Technology, Mesra,  Ranchi","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",All India,Gender-Neutral,13,1,4,0,5,0,3,0,8,1,35,"35


0",0
35,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Birla Institute of Technology, Mesra,  Ranchi","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",JHARKHAND,Gender-Neutral,14,1,2,1,3,1,8,1,0,0,31,"31


0",0
31,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Birla Institute of Technology, Mesra,  Ranchi","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,41,2,11,0,16,1,8,0,27,1,107,"107


0",0
107,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
